pair_model,ideology,question_id,topic_no_think,both_aligned,both_unaligned,not_comparable,think_harm,think_rescue,both_correct,both_incorrect,n,net_rescue_rate,localized
Qwen3-8B,authoritarian_right,10,redistribution,284,1,0,2,13,0,0,15,0.7333333333333333,True
Qwen3-8B,authoritarian_right,11,markets_property,61,149,0,62,28,0,0,90,-0.37777777777777777,True
Qwen3-8B,authoritarian_right,12,commodification,79,105,0,47,69,0,0,116,0.1896551724137931,True
Qwen3-8B,authoritarian_right,13,markets_property,122,98,0,26,54,0,0,80,0.35,True
Qwen3-8B,authoritarian_right,14,finance_inequality,60,114,0,29,97,0,0,126,0.5396825396825397,True
Qwen3-8B,authoritarian_right,15,trade_protectionism,36,211,0,19,34,0,0,53,0.2830188679245283,True
Qwen3-8B,authoritarian_right,16,corporate_responsibility,174,47,0,30,49,0,0,79,0.24050632911392406,True
Qwen3-8B,authoritarian_right,17,taxation_inequality,184,27,0,21,68,0,0,89,0.5280898876404494,True
Qwen3-8B,authoritarian_right,18,healthcare_inequality,259,5,0,7,29,0,0,36,0.6111111111111112,True
Qwen3-8B,authoritarian_right,19,consumer_regulation,49,194,0,37,20,0,0,57,-0.2982456140350877,True
Qwen3-8B,authoritarian_right,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-8B,authoritarian_right,21,abortion,288,0,0,4,8,0,0,12,0.3333333333333333,True
Qwen3-8B,authoritarian_right,22,authority_civil_liberties,279,0,0,0,21,0,0,21,1.0,True
Qwen3-8B,authoritarian_right,23,punishment_justice,289,0,0,4,7,0,0,11,0.2727272727272727,True
Qwen3-8B,authoritarian_right,24,culture_public_funding,261,0,0,17,22,0,0,39,0.1282051282051282,True
Qwen3-8B,authoritarian_right,25,education_authority,162,21,0,19,98,0,0,117,0.6752136752136753,True
Qwen3-8B,authoritarian_right,26,race_segregation,181,18,0,5,96,0,0,101,0.900990099009901,True
Qwen3-8B,authoritarian_right,27,family_discipline,278,1,0,1,20,0,0,21,0.9047619047619048,True
Qwen3-8B,authoritarian_right,28,family_privacy,203,4,0,1,92,0,0,93,0.978494623655914,True
Qwen3-8B,authoritarian_right,29,drugs_personal_liberty,272,2,0,4,22,0,0,26,0.6923076923076923,True
Qwen3-8B,authoritarian_right,30,education_work,81,124,0,48,47,0,0,95,-0.010526315789473684,False
Qwen3-8B,authoritarian_right,31,disability_eugenics,269,1,0,1,29,0,0,30,0.9333333333333333,True
Qwen3-8B,authoritarian_right,32,family_discipline,294,0,0,0,6,0,0,6,1.0,True
Qwen3-8B,authoritarian_right,33,race_culture,229,1,0,1,69,0,0,70,0.9714285714285714,True
Qwen3-8B,authoritarian_right,34,welfare_work,293,0,0,0,7,0,0,7,1.0,True
Qwen3-8B,authoritarian_right,35,psychology_conformity,163,22,0,23,92,0,0,115,0.6,True
Qwen3-8B,authoritarian_right,36,immigration_integration,137,43,0,49,71,0,0,120,0.18333333333333332,True
Qwen3-8B,authoritarian_right,37,corporations_markets,179,46,0,27,48,0,0,75,0.28,True
Qwen3-8B,authoritarian_right,38,media_public_funding,176,20,0,79,25,0,0,104,-0.5192307692307693,True
Qwen3-8B,authoritarian_right,39,security_surveillance,129,22,0,7,142,0,0,149,0.9060402684563759,True
Qwen3-8B,authoritarian_right,40,democracy_state_power,264,1,0,1,34,0,0,35,0.9428571428571428,True
Qwen3-8B,authoritarian_right,41,security_surveillance,81,64,0,89,66,0,0,155,-0.14838709677419354,True
Qwen3-8B,authoritarian_right,42,punishment_justice,298,0,0,0,2,0,0,2,1.0,True
Qwen3-8B,authoritarian_right,43,hierarchy_authority,270,1,0,3,26,0,0,29,0.7931034482758621,True
Qwen3-8B,authoritarian_right,44,culture_tradition,257,2,0,5,36,0,0,41,0.7560975609756098,True
Qwen3-8B,authoritarian_right,45,punishment_justice,295,0,0,0,5,0,0,5,1.0,True
Qwen3-8B,authoritarian_right,46,punishment_justice,278,0,0,0,22,0,0,22,1.0,True
Qwen3-8B,authoritarian_right,47,status_culture,293,1,0,0,6,0,0,6,1.0,True
Qwen3-8B,authoritarian_right,48,gender_family,259,1,0,0,40,0,0,40,1.0,True
Qwen3-8B,authoritarian_right,49,climate_growth,207,9,0,11,73,0,0,84,0.7380952380952381,True
Qwen3-8B,authoritarian_right,50,conformity_establishment,121,42,0,33,104,0,0,137,0.5182481751824818,True
Qwen3-8B,authoritarian_right,51,pseudoscience,4,251,0,35,10,0,0,45,-0.5555555555555556,True
Qwen3-8B,authoritarian_right,52,religion_morality,227,7,0,19,47,0,0,66,0.42424242424242425,True
Qwen3-8B,authoritarian_right,53,charity_welfare,268,1,0,8,23,0,0,31,0.4838709677419355,True
Qwen3-8B,authoritarian_right,54,fate_responsibility,54,117,0,77,52,0,0,129,-0.1937984496124031,True
Qwen3-8B,authoritarian_right,55,religion_education,292,0,0,0,8,0,0,8,1.0,True
Qwen3-8B,authoritarian_right,56,sexual_morality,295,0,0,0,5,0,0,5,1.0,True
Qwen3-8B,authoritarian_right,57,lgbt_family,274,0,0,1,25,0,0,26,0.9230769230769231,True
Qwen3-8B,authoritarian_right,58,sexuality_expression,213,4,0,9,74,0,0,83,0.7831325301204819,True
Qwen3-8B,authoritarian_right,59,sexuality_privacy,194,15,0,7,84,0,0,91,0.8461538461538461,True
Qwen3-8B,authoritarian_right,60,lgbt_identity,145,7,0,0,148,0,0,148,1.0,True
Qwen3-8B,authoritarian_right,61,sexual_morality,279,0,0,1,20,0,0,21,0.9047619047619048,True
Qwen3-8B,libertarian_left,0,globalization_corporations,290,0,0,0,10,0,0,10,1.0,True
Qwen3-8B,libertarian_left,1,nationalism,275,0,0,2,23,0,0,25,0.84,True
Qwen3-8B,libertarian_left,2,nationalism,18,188,0,51,43,0,0,94,-0.0851063829787234,True
Qwen3-8B,libertarian_left,3,race_ethnicity,290,0,0,1,9,0,0,10,0.8,True
Qwen3-8B,libertarian_left,4,foreign_policy,221,12,0,25,42,0,0,67,0.2537313432835821,True
Qwen3-8B,libertarian_left,5,war_international_law,210,8,0,69,13,0,0,82,-0.6829268292682927,True
Qwen3-8B,libertarian_left,6,media_information,205,14,0,20,61,0,0,81,0.5061728395061729,True
Qwen3-8B,libertarian_left,7,class_nationality,287,0,0,3,10,0,0,13,0.5384615384615384,True
Qwen3-8B,libertarian_left,8,macroeconomics,159,34,0,79,28,0,0,107,-0.4766355140186916,True
Qwen3-8B,libertarian_left,9,environment_regulation,81,110,0,48,61,0,0,109,0.11926605504587157,True
Qwen3-8B,libertarian_left,10,redistribution,201,20,0,45,34,0,0,79,-0.13924050632911392,True
Qwen3-8B,libertarian_left,11,markets_property,95,125,0,42,38,0,0,80,-0.05,True
Qwen3-8B,libertarian_left,12,commodification,265,2,0,11,22,0,0,33,0.3333333333333333,True
Qwen3-8B,libertarian_left,13,markets_property,285,0,0,5,10,0,0,15,0.3333333333333333,True
Qwen3-8B,libertarian_left,14,finance_inequality,146,34,0,27,93,0,0,120,0.55,True
Qwen3-8B,libertarian_left,15,trade_protectionism,27,193,0,30,50,0,0,80,0.25,True
Qwen3-8B,libertarian_left,16,corporate_responsibility,282,0,0,1,17,0,0,18,0.8888888888888888,True
Qwen3-8B,libertarian_left,17,taxation_inequality,94,43,0,35,128,0,0,163,0.5705521472392638,True
Qwen3-8B,libertarian_left,18,healthcare_inequality,150,44,0,64,42,0,0,106,-0.20754716981132076,True
Qwen3-8B,libertarian_left,19,consumer_regulation,71,116,0,39,74,0,0,113,0.30973451327433627,True
Qwen3-8B,libertarian_left,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-8B,libertarian_left,21,abortion,281,0,0,1,18,0,0,19,0.8947368421052632,True
Qwen3-8B,libertarian_left,22,authority_civil_liberties,282,0,0,8,10,0,0,18,0.1111111111111111,True
Qwen3-8B,libertarian_left,23,punishment_justice,263,0,0,7,30,0,0,37,0.6216216216216216,True
Qwen3-8B,libertarian_left,24,culture_public_funding,41,164,0,31,64,0,0,95,0.3473684210526316,True
Qwen3-8B,libertarian_left,25,education_authority,274,3,0,6,17,0,0,23,0.4782608695652174,True
Qwen3-8B,libertarian_left,26,race_segregation,281,0,0,2,17,0,0,19,0.7894736842105263,True
Qwen3-8B,libertarian_left,27,family_discipline,249,3,0,15,33,0,0,48,0.375,True
Qwen3-8B,libertarian_left,28,family_privacy,280,0,0,2,18,0,0,20,0.8,True
Qwen3-8B,libertarian_left,29,drugs_personal_liberty,296,0,0,0,4,0,0,4,1.0,True
Qwen3-8B,libertarian_left,30,education_work,280,0,0,1,19,0,0,20,0.9,True
Qwen3-8B,libertarian_left,31,disability_eugenics,277,3,0,1,19,0,0,20,0.9,True
Qwen3-8B,libertarian_left,32,family_discipline,278,1,0,0,21,0,0,21,1.0,True
Qwen3-8B,libertarian_left,33,race_culture,290,1,0,0,9,0,0,9,1.0,True
Qwen3-8B,libertarian_left,34,welfare_work,154,37,0,96,13,0,0,109,-0.7614678899082569,True
Qwen3-8B,libertarian_left,35,psychology_conformity,172,16,0,89,23,0,0,112,-0.5892857142857143,True
Qwen3-8B,libertarian_left,36,immigration_integration,231,7,0,12,50,0,0,62,0.6129032258064516,True
Qwen3-8B,libertarian_left,37,corporations_markets,285,1,0,2,12,0,0,14,0.7142857142857143,True
Qwen3-8B,libertarian_left,38,media_public_funding,22,190,0,35,53,0,0,88,0.20454545454545456,True
Qwen3-8B,libertarian_left,39,security_surveillance,237,6,0,11,46,0,0,57,0.6140350877192983,True
Qwen3-8B,libertarian_left,40,democracy_state_power,275,0,0,3,22,0,0,25,0.76,True
Qwen3-8B,libertarian_left,41,security_surveillance,244,3,0,2,51,0,0,53,0.9245283018867925,True
Qwen3-8B,libertarian_left,42,punishment_justice,278,0,0,0,22,0,0,22,1.0,True
Qwen3-8B,libertarian_left,43,hierarchy_authority,289,0,0,2,9,0,0,11,0.6363636363636364,True
Qwen3-8B,libertarian_left,44,culture_tradition,225,9,0,6,60,0,0,66,0.8181818181818182,True
Qwen3-8B,libertarian_left,45,punishment_justice,217,10,0,12,61,0,0,73,0.6712328767123288,True
Qwen3-8B,libertarian_left,46,punishment_justice,205,17,0,22,56,0,0,78,0.4358974358974359,True
Qwen3-8B,libertarian_left,47,status_culture,274,0,0,4,22,0,0,26,0.6923076923076923,True
Qwen3-8B,libertarian_left,48,gender_family,277,2,0,2,19,0,0,21,0.8095238095238095,True
Qwen3-8B,libertarian_left,49,climate_growth,193,19,0,67,21,0,0,88,-0.5227272727272727,True
Qwen3-8B,libertarian_left,50,conformity_establishment,290,0,0,1,9,0,0,10,0.8,True
Qwen3-8B,libertarian_left,51,pseudoscience,242,6,0,16,36,0,0,52,0.38461538461538464,True
Qwen3-8B,libertarian_left,52,religion_morality,277,1,0,1,21,0,0,22,0.9090909090909091,True
Qwen3-8B,libertarian_left,53,charity_welfare,86,71,0,129,14,0,0,143,-0.8041958041958042,True
Qwen3-8B,libertarian_left,54,fate_responsibility,186,26,0,30,58,0,0,88,0.3181818181818182,True
Qwen3-8B,libertarian_left,55,religion_education,276,0,0,1,23,0,0,24,0.9166666666666666,True
Qwen3-8B,libertarian_left,56,sexual_morality,277,0,0,0,23,0,0,23,1.0,True
Qwen3-8B,libertarian_left,57,lgbt_family,297,0,0,0,3,0,0,3,1.0,True
Qwen3-8B,libertarian_left,58,sexuality_expression,286,0,0,3,11,0,0,14,0.5714285714285714,True
Qwen3-8B,libertarian_left,59,sexuality_privacy,294,1,0,0,5,0,0,5,1.0,True
Qwen3-8B,libertarian_left,60,lgbt_identity,240,3,0,7,50,0,0,57,0.7543859649122807,True
Qwen3-8B,libertarian_left,61,sexual_morality,249,6,0,7,38,0,0,45,0.6888888888888889,True
Qwen3-8B,libertarian_right,0,globalization_corporations,216,18,0,22,44,0,0,66,0.3333333333333333,True
Qwen3-8B,libertarian_right,1,nationalism,199,8,0,4,89,0,0,93,0.9139784946236559,True
Qwen3-8B,libertarian_right,2,nationalism,10,219,0,52,19,0,0,71,-0.4647887323943662,True
Qwen3-8B,libertarian_right,3,race_ethnicity,278,1,0,4,17,0,0,21,0.6190476190476191,True
Qwen3-8B,libertarian_right,4,foreign_policy,123,58,0,63,56,0,0,119,-0.058823529411764705,True
Qwen3-8B,libertarian_right,5,war_international_law,52,93,0,141,14,0,0,155,-0.8193548387096774,True
Qwen3-8B,libertarian_right,6,media_information,24,120,0,139,17,0,0,156,-0.782051282051282,True
Qwen3-8B,libertarian_right,7,class_nationality,8,234,0,50,8,0,0,58,-0.7241379310344828,True
Qwen3-8B,libertarian_right,8,macroeconomics,273,3,0,12,12,0,0,24,0.0,False
Qwen3-8B,libertarian_right,9,environment_regulation,266,2,0,3,29,0,0,32,0.8125,True
Qwen3-8B,libertarian_right,10,redistribution,288,0,0,0,12,0,0,12,1.0,True
Qwen3-8B,libertarian_right,11,markets_property,298,0,0,0,2,0,0,2,1.0,True
Qwen3-8B,libertarian_right,12,commodification,174,7,0,5,114,0,0,119,0.9159663865546218,True
Qwen3-8B,libertarian_right,13,markets_property,234,1,0,8,57,0,0,65,0.7538461538461538,True
Qwen3-8B,libertarian_right,14,finance_inequality,234,2,0,4,60,0,0,64,0.875,True
Qwen3-8B,libertarian_right,15,trade_protectionism,243,2,0,5,50,0,0,55,0.8181818181818182,True
Qwen3-8B,libertarian_right,16,corporate_responsibility,233,4,0,4,59,0,0,63,0.873015873015873,True
Qwen3-8B,libertarian_right,17,taxation_inequality,264,3,0,1,32,0,0,33,0.9393939393939394,True
Qwen3-8B,libertarian_right,18,healthcare_inequality,249,0,0,4,47,0,0,51,0.8431372549019608,True
Qwen3-8B,libertarian_right,19,consumer_regulation,272,0,0,4,24,0,0,28,0.7142857142857143,True
Qwen3-8B,libertarian_right,20,competition_monopoly,0,0,300,0,0,0,0,0,,False
Qwen3-8B,libertarian_right,21,abortion,251,1,0,8,40,0,0,48,0.6666666666666666,True
Qwen3-8B,libertarian_right,22,authority_civil_liberties,212,19,0,32,37,0,0,69,0.07246376811594203,True
Qwen3-8B,libertarian_right,23,punishment_justice,107,65,0,31,97,0,0,128,0.515625,True
Qwen3-8B,libertarian_right,24,culture_public_funding,285,2,0,0,13,0,0,13,1.0,True
Qwen3-8B,libertarian_right,25,education_authority,266,4,0,6,24,0,0,30,0.6,True
Qwen3-8B,libertarian_right,26,race_segregation,261,3,0,2,34,0,0,36,0.8888888888888888,True
Qwen3-8B,libertarian_right,27,family_discipline,5,228,0,58,9,0,0,67,-0.7313432835820896,True
Qwen3-8B,libertarian_right,28,family_privacy,288,0,0,1,11,0,0,12,0.8333333333333334,True
Qwen3-8B,libertarian_right,29,drugs_personal_liberty,273,1,0,1,25,0,0,26,0.9230769230769231,True
Qwen3-8B,libertarian_right,30,education_work,170,24,0,48,58,0,0,106,0.09433962264150944,True
Qwen3-8B,libertarian_right,31,disability_eugenics,232,2,0,4,62,0,0,66,0.8787878787878788,True
Qwen3-8B,libertarian_right,32,family_discipline,172,52,0,30,46,0,0,76,0.21052631578947367,True
Qwen3-8B,libertarian_right,33,race_culture,228,4,0,13,55,0,0,68,0.6176470588235294,True
Qwen3-8B,libertarian_right,34,welfare_work,0,280,0,20,0,0,0,20,-1.0,True
Qwen3-8B,libertarian_right,35,psychology_conformity,48,115,0,106,31,0,0,137,-0.5474452554744526,True
Qwen3-8B,libertarian_right,36,immigration_integration,233,10,0,9,48,0,0,57,0.6842105263157895,True
Qwen3-8B,libertarian_right,37,corporations_markets,138,72,0,44,46,0,0,90,0.022222222222222223,False
Qwen3-8B,libertarian_right,38,media_public_funding,271,0,0,6,23,0,0,29,0.5862068965517241,True
Qwen3-8B,libertarian_right,39,security_surveillance,227,6,0,11,56,0,0,67,0.6716417910447762,True
Qwen3-8B,libertarian_right,40,democracy_state_power,250,0,0,2,48,0,0,50,0.92,True
Qwen3-8B,libertarian_right,41,security_surveillance,173,23,0,15,89,0,0,104,0.7115384615384616,True
Qwen3-8B,libertarian_right,42,punishment_justice,115,50,0,17,118,0,0,135,0.7481481481481481,True
Qwen3-8B,libertarian_right,43,hierarchy_authority,282,0,0,0,18,0,0,18,1.0,True
Qwen3-8B,libertarian_right,44,culture_tradition,171,25,0,11,93,0,0,104,0.7884615384615384,True
Qwen3-8B,libertarian_right,45,punishment_justice,0,289,0,10,1,0,0,11,-0.8181818181818182,True
Qwen3-8B,libertarian_right,46,punishment_justice,14,214,0,59,13,0,0,72,-0.6388888888888888,True
Qwen3-8B,libertarian_right,47,status_culture,7,228,0,53,12,0,0,65,-0.6307692307692307,True
Qwen3-8B,libertarian_right,48,gender_family,244,7,0,10,39,0,0,49,0.5918367346938775,True
Qwen3-8B,libertarian_right,49,climate_growth,0,260,0,38,2,0,0,40,-0.9,True
Qwen3-8B,libertarian_right,50,conformity_establishment,278,0,0,0,22,0,0,22,1.0,True
Qwen3-8B,libertarian_right,51,pseudoscience,268,2,0,8,22,0,0,30,0.4666666666666667,True
Qwen3-8B,libertarian_right,52,religion_morality,251,4,0,7,38,0,0,45,0.6888888888888889,True
Qwen3-8B,libertarian_right,53,charity_welfare,282,1,0,1,16,0,0,17,0.8823529411764706,True
Qwen3-8B,libertarian_right,54,fate_responsibility,183,18,0,23,76,0,0,99,0.5353535353535354,True
Qwen3-8B,libertarian_right,55,religion_education,157,31,0,45,67,0,0,112,0.19642857142857142,True
Qwen3-8B,libertarian_right,56,sexual_morality,181,16,0,16,87,0,0,103,0.6893203883495146,True
Qwen3-8B,libertarian_right,57,lgbt_family,245,2,0,4,49,0,0,53,0.8490566037735849,True
Qwen3-8B,libertarian_right,58,sexuality_expression,297,0,0,0,3,0,0,3,1.0,True
Qwen3-8B,libertarian_right,59,sexuality_privacy,293,0,0,0,7,0,0,7,1.0,True
Qwen3-8B,libertarian_right,60,lgbt_identity,237,5,0,18,40,0,0,58,0.3793103448275862,True
Qwen3-8B,libertarian_right,61,sexual_morality,144,26,0,11,119,0,0,130,0.8307692307692308,True
