model,ideology,item_index,source_item_id,topic,target,gold_label,n,accuracy,positive_pred_rate,mean_confidence
Qwen3-8B,centrism,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.55,0.45,0.7887106605680356
Qwen3-8B,centrism,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.44,0.44,0.8013244403819144
Qwen3-8B,centrism,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.49666666666666665,0.49666666666666665,0.7765275728873239
Qwen3-8B,centrism,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.7733333333333333,0.7733333333333333,0.8248721923634079
Qwen3-8B,centrism,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.7066666666666667,0.7066666666666667,0.7856748498144295
Qwen3-8B,centrism,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.61,0.39,0.8001310258967983
Qwen3-8B,centrism,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.86,0.86,0.8720779601863541
Qwen3-8B,centrism,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.64,0.36,0.803964943684561
Qwen3-8B,centrism,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.53,0.47,0.7942693048288204
Qwen3-8B,centrism,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.5966666666666667,0.4033333333333333,0.8029306052029879
Qwen3-8B,centrism,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.6733333333333333,0.32666666666666666,0.8282931528440379
Qwen3-8B,centrism,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.5366666666666666,0.4633333333333333,0.7844804606099733
Qwen3-8B,centrism,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.6966666666666667,0.6966666666666667,0.7950810368934946
Qwen3-8B,centrism,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.8166666666666667,0.8166666666666667,0.8408003131406736
Qwen3-8B,centrism,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.5566666666666666,0.5566666666666666,0.7819985919963152
Qwen3-8B,centrism,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.59,0.59,0.7764766346936247
Qwen3-8B,centrism,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.6533333333333333,0.6533333333333333,0.7827935879370466
Qwen3-8B,centrism,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.75,0.75,0.8258187712421258
Qwen3-8B,centrism,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.73,0.73,0.8105519392806536
Qwen3-8B,centrism,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6366666666666667,0.36333333333333334,0.8097209352480469
Qwen3-8B,centrism,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.79,0.79,0.8288773625843322
Qwen3-8B,centrism,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.8533333333333334,0.8533333333333334,0.8689808177680957
Qwen3-8B,centrism,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.4033333333333333,0.5966666666666667,0.7945778165167275
Qwen3-8B,centrism,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.69,0.31,0.8195629623405678
Qwen3-8B,centrism,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.37666666666666665,0.37666666666666665,0.7904083828543575
Qwen3-8B,centrism,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.75,0.75,0.8071285779180999
Qwen3-8B,centrism,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.7533333333333333,0.7533333333333333,0.8242471010886794
Qwen3-8B,centrism,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.38666666666666666,0.6133333333333333,0.7773454175704166
Qwen3-8B,centrism,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.8,0.8,0.8418876030371604
Qwen3-8B,centrism,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.38,0.38,0.7921783959044514
Qwen3-14B,base,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6433333333333333,0.3566666666666667,0.8196963626599825
Qwen3-14B,base,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.26,0.26,0.8354533955715078
Qwen3-14B,base,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.43666666666666665,0.43666666666666665,0.7865970626570752
Qwen3-14B,base,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.7333333333333333,0.7333333333333333,0.7999137929828715
Qwen3-14B,base,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.8466666666666667,0.8466666666666667,0.877466969529127
Qwen3-14B,base,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.81,0.19,0.8689204401123409
Qwen3-14B,base,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.89,0.89,0.914251417443058
Qwen3-14B,base,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.7933333333333333,0.20666666666666667,0.8545269461271823
Qwen3-14B,base,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.8233333333333334,0.17666666666666667,0.8510584338047116
Qwen3-14B,base,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.8,0.2,0.8570209257538078
Qwen3-14B,base,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.79,0.21,0.8671705624817551
Qwen3-14B,base,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.7633333333333333,0.23666666666666666,0.8291651130795261
Qwen3-14B,base,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.7233333333333334,0.7233333333333334,0.7856534980067134
Qwen3-14B,base,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.8566666666666667,0.8566666666666667,0.8830894187800844
Qwen3-14B,base,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.7266666666666667,0.7266666666666667,0.8031582388219428
Qwen3-14B,base,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.23666666666666666,0.23666666666666666,0.8161144294506193
Qwen3-14B,base,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.64,0.64,0.7629172095129229
Qwen3-14B,base,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.6966666666666667,0.6966666666666667,0.7749572522009931
Qwen3-14B,base,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.81,0.81,0.8583725069918082
Qwen3-14B,base,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.8,0.2,0.8453090824539808
Qwen3-14B,base,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.9133333333333333,0.9133333333333333,0.9262721135478177
Qwen3-14B,base,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.8966666666666666,0.8966666666666666,0.92501158654239
Qwen3-14B,base,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.5433333333333333,0.45666666666666667,0.8114684205182593
Qwen3-14B,base,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.8233333333333334,0.17666666666666667,0.8553377742509087
Qwen3-14B,base,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.24666666666666667,0.24666666666666667,0.8493848926260279
Qwen3-14B,base,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.8066666666666666,0.8066666666666666,0.8478349395737225
Qwen3-14B,base,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.6533333333333333,0.6533333333333333,0.8028212205992841
Qwen3-14B,base,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.52,0.48,0.7938150262122231
Qwen3-14B,base,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.82,0.82,0.8467593793197774
Qwen3-14B,base,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.16333333333333333,0.16333333333333333,0.8650953434188582
Qwen3-14B,libertarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.5866666666666667,0.41333333333333333,0.7770461030546976
Qwen3-14B,libertarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.12,0.12,0.8950395721215284
Qwen3-14B,libertarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.7133333333333334,0.7133333333333334,0.7909657270004917
Qwen3-14B,libertarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.35,0.35,0.7905917926314926
Qwen3-14B,libertarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.7733333333333333,0.7733333333333333,0.797100599891847
Qwen3-14B,libertarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.6433333333333333,0.3566666666666667,0.8026333101824434
Qwen3-14B,libertarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.88,0.88,0.8939529926528205
Qwen3-14B,libertarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6933333333333334,0.30666666666666664,0.8119527113670396
Qwen3-14B,libertarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7066666666666667,0.29333333333333333,0.8084879409223472
Qwen3-14B,libertarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.38333333333333336,0.6166666666666667,0.818088076171788
Qwen3-14B,libertarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.76,0.24,0.8440836732243545
Qwen3-14B,libertarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.7466666666666667,0.25333333333333335,0.80631439666791
Qwen3-14B,libertarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.7266666666666667,0.7266666666666667,0.7834746594846778
Qwen3-14B,libertarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.87,0.87,0.8677015093072612
Qwen3-14B,libertarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.6466666666666666,0.6466666666666666,0.7824107064050032
Qwen3-14B,libertarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.17,0.17,0.8456552355834869
Qwen3-14B,libertarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.16666666666666666,0.16666666666666666,0.8627647382215332
Qwen3-14B,libertarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.2866666666666667,0.2866666666666667,0.8097318902000278
Qwen3-14B,libertarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.8833333333333333,0.8833333333333333,0.87723817540111
Qwen3-14B,libertarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.32666666666666666,0.6733333333333333,0.8139530041880474
Qwen3-14B,libertarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.91,0.91,0.9149492577701619
Qwen3-14B,libertarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.91,0.91,0.9125119104048709
Qwen3-14B,libertarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.41333333333333333,0.5866666666666667,0.8386981025468485
Qwen3-14B,libertarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.7366666666666667,0.2633333333333333,0.8159897400021595
Qwen3-14B,libertarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.18666666666666668,0.18666666666666668,0.8594589126923292
Qwen3-14B,libertarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.7266666666666667,0.7266666666666667,0.7884634319133186
Qwen3-14B,libertarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.13333333333333333,0.13333333333333333,0.8769128957045568
Qwen3-14B,libertarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.38666666666666666,0.6133333333333333,0.8087232502775167
Qwen3-14B,libertarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.3933333333333333,0.3933333333333333,0.8192442073161949
Qwen3-14B,libertarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.19,0.19,0.8617490702883409
Qwen3-14B,libertarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.7133333333333334,0.2866666666666667,0.7975365796000305
Qwen3-14B,libertarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.15333333333333332,0.15333333333333332,0.857209799995821
Qwen3-14B,libertarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.6466666666666666,0.6466666666666666,0.7922471053764013
Qwen3-14B,libertarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.2,0.2,0.8391829601535367
Qwen3-14B,libertarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.13333333333333333,0.13333333333333333,0.8920584708804217
Qwen3-14B,libertarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.78,0.22,0.8392084779890112
Qwen3-14B,libertarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.4166666666666667,0.4166666666666667,0.8181378761095112
Qwen3-14B,libertarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.8066666666666666,0.19333333333333333,0.8499952699304288
Qwen3-14B,libertarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7766666666666666,0.22333333333333333,0.8193797673596289
Qwen3-14B,libertarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.7066666666666667,0.29333333333333333,0.7995279707690075
Qwen3-14B,libertarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.81,0.19,0.8379690763089853
Qwen3-14B,libertarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6566666666666666,0.3433333333333333,0.7786774194460946
Qwen3-14B,libertarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.27,0.27,0.8144807936482731
Qwen3-14B,libertarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.19,0.19,0.8612109823003212
Qwen3-14B,libertarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.5133333333333333,0.5133333333333333,0.76879051951829
Qwen3-14B,libertarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.13666666666666666,0.13666666666666666,0.8657348414439903
Qwen3-14B,libertarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.38333333333333336,0.38333333333333336,0.7873796576857904
Qwen3-14B,libertarian_right,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.14666666666666667,0.14666666666666667,0.8727121615295573
Qwen3-14B,libertarian_right,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.5733333333333334,0.5733333333333334,0.7714126881359508
Qwen3-14B,libertarian_right,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6733333333333333,0.32666666666666666,0.7980511180171929
Qwen3-14B,libertarian_right,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.35,0.35,0.8210273804520825
Qwen3-14B,libertarian_right,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.6366666666666667,0.6366666666666667,0.8204404081306652
Qwen3-14B,libertarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.7133333333333334,0.2866666666666667,0.8250881677316062
Qwen3-14B,libertarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.7966666666666666,0.20333333333333334,0.8625209479305429
Qwen3-14B,libertarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.19,0.19,0.8488012208263549
Qwen3-14B,libertarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.49666666666666665,0.49666666666666665,0.7682720514929036
Qwen3-14B,libertarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.6633333333333333,0.6633333333333333,0.82144504423353
Qwen3-14B,libertarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.5666666666666667,0.43333333333333335,0.7703671782088665
Qwen3-14B,libertarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.9033333333333333,0.9033333333333333,0.9144773861187916
Qwen3-14B,libertarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.36333333333333334,0.36333333333333334,0.780485333476318
Qwen3-14B,authoritarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.49333333333333335,0.5066666666666667,0.8066076202935046
Qwen3-14B,authoritarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.19333333333333333,0.19333333333333333,0.8210435351567777
Qwen3-14B,authoritarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.29333333333333333,0.29333333333333333,0.7896320686171517
Qwen3-14B,authoritarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.76,0.76,0.8009010231119842
Qwen3-14B,authoritarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.8866666666666667,0.8866666666666667,0.8620708075252861
Qwen3-14B,authoritarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.66,0.34,0.8112960326884913
Qwen3-14B,authoritarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.5766666666666667,0.5766666666666667,0.8155715807115056
Qwen3-14B,authoritarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.5666666666666667,0.43333333333333335,0.8185060807311463
Qwen3-14B,authoritarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.75,0.25,0.8170036035024565
Qwen3-14B,authoritarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.49666666666666665,0.5033333333333333,0.8237507476276669
Qwen3-14B,authoritarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.83,0.17,0.862281833370756
Qwen3-14B,authoritarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6533333333333333,0.3466666666666667,0.768550734442684
Qwen3-14B,authoritarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.5666666666666667,0.5666666666666667,0.7558902906255411
Qwen3-14B,authoritarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.8766666666666667,0.8766666666666667,0.8898799004930711
Qwen3-14B,authoritarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.49333333333333335,0.49333333333333335,0.7604386507298421
Qwen3-14B,authoritarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.42,0.42,0.770414342303771
Qwen3-14B,authoritarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.13666666666666666,0.13666666666666666,0.8561780225925564
Qwen3-14B,authoritarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.79,0.79,0.8316338439910139
Qwen3-14B,authoritarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.81,0.81,0.8350724591315006
Qwen3-14B,authoritarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.5166666666666667,0.48333333333333334,0.801489575391736
Qwen3-14B,authoritarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.88,0.88,0.8787707994533698
Qwen3-14B,authoritarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.9166666666666666,0.9166666666666666,0.9121913071324963
Qwen3-14B,authoritarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.49666666666666665,0.5033333333333333,0.8328407838134514
Qwen3-14B,authoritarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.6766666666666666,0.3233333333333333,0.8162599864661934
Qwen3-14B,authoritarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.11333333333333333,0.11333333333333333,0.8813498512007203
Qwen3-14B,authoritarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.5066666666666667,0.5066666666666667,0.763184267513739
Qwen3-14B,authoritarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.11666666666666667,0.11666666666666667,0.8884872140406935
Qwen3-14B,authoritarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.6733333333333333,0.32666666666666666,0.8019704929582516
Qwen3-14B,authoritarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.13,0.13,0.8982833148185269
Qwen3-14B,authoritarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.21666666666666667,0.21666666666666667,0.8235564722683619
Qwen3-14B,authoritarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6,0.4,0.7926295297723869
Qwen3-14B,authoritarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.6433333333333333,0.6433333333333333,0.794776628981899
Qwen3-14B,authoritarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.29333333333333333,0.29333333333333333,0.8014944909539459
Qwen3-14B,authoritarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.6966666666666667,0.6966666666666667,0.7943588880236704
Qwen3-14B,authoritarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.14,0.14,0.8821063000367748
Qwen3-14B,authoritarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7766666666666666,0.22333333333333333,0.83184561654559
Qwen3-14B,authoritarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.15666666666666668,0.15666666666666668,0.8989822601526785
Qwen3-14B,authoritarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6866666666666666,0.31333333333333335,0.814694378099946
Qwen3-14B,authoritarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7866666666666666,0.21333333333333335,0.8347635559055161
Qwen3-14B,authoritarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.8533333333333334,0.14666666666666667,0.8616518276123947
Qwen3-14B,authoritarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.7966666666666666,0.20333333333333334,0.8529389908787895
Qwen3-14B,authoritarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.51,0.49,0.8057649101257488
Qwen3-14B,authoritarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.20666666666666667,0.20666666666666667,0.829430439293788
Qwen3-14B,authoritarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.32,0.32,0.8203623094931477
Qwen3-14B,authoritarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.37,0.37,0.7881978788758071
Qwen3-14B,authoritarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.49,0.49,0.7856065698438378
Qwen3-14B,authoritarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.7666666666666667,0.7666666666666667,0.8264808348477368
Qwen3-14B,authoritarian_right,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.6666666666666666,0.6666666666666666,0.8074088290269417
Qwen3-14B,authoritarian_right,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.3,0.3,0.8040654320713695
Qwen3-14B,authoritarian_right,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.8166666666666667,0.18333333333333332,0.8521013298310361
Qwen3-14B,authoritarian_right,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.28,0.28,0.8443953066435487
Qwen3-14B,authoritarian_right,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.67,0.67,0.8322756034083436
Qwen3-14B,authoritarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.78,0.22,0.8297928525493856
Qwen3-14B,authoritarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.8133333333333334,0.18666666666666668,0.8562409747967867
Qwen3-14B,authoritarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.15333333333333332,0.15333333333333332,0.8641001600356475
Qwen3-14B,authoritarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.3333333333333333,0.3333333333333333,0.7915856319451685
Qwen3-14B,authoritarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.8033333333333333,0.8033333333333333,0.8614497495120946
Qwen3-14B,authoritarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.7966666666666666,0.20333333333333334,0.8317110213016301
Qwen3-14B,authoritarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.6133333333333333,0.6133333333333333,0.8096651395857584
Qwen3-14B,authoritarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.5333333333333333,0.5333333333333333,0.7898042717158851
