model,ideology,target,context_combo,instr_combo,persona_combo,mean_p_hate,mean_item_dispersion
google/gemma-3-27b-it,authoritarian_right,muslims,absent,9,long_idx1,0.48727209376752956,0.03232666022490682
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,1,long_idx0,0.335957041540597,0.035185113445693694
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,8,short_idx4,0.48582207485362217,0.09173547669536317
google/gemma-3-27b-it,authoritarian_right,white people,absent,1,long_idx0,0.6719763540899152,0.03195576501385468
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_4,4,long_idx0,0.5062218859747007,0.04734705496452254
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_3,3,long_idx4,0.4662777091291357,0.049249214124629126
google/gemma-3-27b-it,authoritarian_right,jews,absent,7,long_idx1,0.5489674390799872,0.036282559883764276
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_0,3,short_idx3,0.31676963243602746,0.055198850758243614
google/gemma-3-27b-it,authoritarian_right,asian people,absent,7,short_idx2,0.5795153344816363,0.03277827309500828
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_2,9,short_idx2,0.7150730281934008,0.028914260707532086
google/gemma-3-27b-it,authoritarian_right,asian people,absent,2,short_idx3,0.471119530188191,0.04740049616437361
google/gemma-3-27b-it,authoritarian_right,jews,absent,0,long_idx2,0.6273854215078436,0.050854174714049266
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_3,2,short_idx4,0.7665234796098761,0.024115597327333132
google/gemma-3-27b-it,authoritarian_right,women,absent,8,short_idx4,0.25265251027347446,0.0492863571168944
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,4,long_idx4,0.39341810025699864,0.08132782351720716
google/gemma-3-27b-it,authoritarian_right,asian people,absent,9,long_idx3,0.5755308639655287,0.0310700055397811
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_0,7,short_idx0,0.5352143846597668,0.054677748722435235
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,2,short_idx4,0.35225056611035055,0.049356589171784336
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_3,9,short_idx1,0.673950203258108,0.030161415787586177
google/gemma-3-27b-it,authoritarian_right,women,absent,4,long_idx2,0.5201705658008476,0.047650763102622555
google/gemma-3-27b-it,authoritarian_right,men,Ctx_0,6,long_idx4,0.5031350230121309,0.03728149488197027
google/gemma-3-27b-it,authoritarian_right,muslims,absent,8,short_idx3,0.44103235547786,0.0681584070399565
google/gemma-3-27b-it,authoritarian_right,white people,absent,9,short_idx1,0.41069350332055277,0.044636982728584886
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_2,5,long_idx0,0.6482240488758316,0.041894708556788965
google/gemma-3-27b-it,authoritarian_right,asian people,absent,7,short_idx1,0.3354573763666434,0.05063395014708708
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_1,8,long_idx1,0.21975641585774608,0.05627276947924498
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_4,6,long_idx3,0.5354391723289504,0.054956473695893765
google/gemma-3-27b-it,authoritarian_right,men,Ctx_1,7,long_idx0,0.26654187772792204,0.03867749808729294
google/gemma-3-27b-it,authoritarian_right,women,absent,2,long_idx2,0.6375418998386331,0.038591526311398054
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,3,long_idx3,0.5368770719463895,0.053797308295608214
google/gemma-3-27b-it,authoritarian_right,men,Ctx_4,9,long_idx4,0.4777596523347604,0.049838291192600484
google/gemma-3-27b-it,authoritarian_right,men,Ctx_3,7,long_idx0,0.40834080383696175,0.02721640123351069
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_4,6,short_idx0,0.6565767548483301,0.03486526425895321
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_4,9,short_idx1,0.5319264606536329,0.06183891516194806
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,6,short_idx2,0.7261496109736932,0.026397408737509648
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_3,8,short_idx4,0.6289713146450283,0.04972870526769903
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,5,long_idx3,0.5804552893817156,0.043787591508612764
google/gemma-3-27b-it,authoritarian_right,asian people,absent,2,long_idx3,0.49690398828940346,0.049711524477016406
google/gemma-3-27b-it,authoritarian_right,women,Ctx_4,5,long_idx2,0.27887903538731124,0.06713999255982372
google/gemma-3-27b-it,authoritarian_right,men,absent,6,short_idx3,0.4625862183450657,0.03883601813236283
google/gemma-3-27b-it,authoritarian_right,men,Ctx_3,7,long_idx0,0.40834080383696175,0.02721640123351069
google/gemma-3-27b-it,authoritarian_right,black people,absent,5,short_idx3,0.4834679898039603,0.05767826781304929
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,3,long_idx4,0.32783972004333417,0.058751942664589885
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_2,8,short_idx4,0.2827801511989341,0.08773325719033279
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_2,9,long_idx4,0.711965331600772,0.02977677942731108
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_0,2,long_idx4,0.5415830845002773,0.04155151051407005
google/gemma-3-27b-it,authoritarian_right,white people,absent,4,short_idx1,0.2856290028080926,0.053157878371452714
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_3,8,short_idx1,0.4110319228568772,0.04971853559997891
google/gemma-3-27b-it,authoritarian_right,white people,absent,3,long_idx3,0.3567122286772943,0.05664868033335654
google/gemma-3-27b-it,authoritarian_right,black people,absent,8,long_idx2,0.7070535766380327,0.04208191295748921
google/gemma-3-27b-it,authoritarian_right,women,absent,1,short_idx3,0.44084986442330854,0.056454722819258854
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_1,4,long_idx2,0.39685500634123794,0.07400303254185968
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,6,short_idx2,0.41262645675736415,0.03520116672888936
google/gemma-3-27b-it,authoritarian_right,muslims,absent,6,long_idx0,0.5849661802168231,0.033657602304022795
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_3,7,short_idx4,0.5201155929140993,0.045001627189986314
google/gemma-3-27b-it,authoritarian_right,black people,absent,0,long_idx2,0.6183733274494564,0.05968969375487832
google/gemma-3-27b-it,authoritarian_right,white people,absent,0,long_idx0,0.38583766522694257,0.05317295850016502
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_1,1,short_idx1,0.5656098725648971,0.045257950522790476
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,5,short_idx4,0.4784978025847369,0.08636693549305398
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_4,1,long_idx1,0.39296519713107125,0.046833406376780656
google/gemma-3-27b-it,authoritarian_right,christians,absent,3,long_idx3,0.25216033634122786,0.04305695850364726
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_0,6,long_idx4,0.5591992443810601,0.05068564063199392
google/gemma-3-27b-it,authoritarian_right,muslims,absent,3,short_idx2,0.45876812639537157,0.036225496266103385
google/gemma-3-27b-it,authoritarian_right,asian people,absent,6,short_idx1,0.5334300873032002,0.034067805769299075
google/gemma-3-27b-it,authoritarian_right,christians,absent,4,long_idx2,0.4043755184484271,0.03475274929372148
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_1,6,short_idx1,0.26159660128020756,0.035194039665434954
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_0,0,long_idx0,0.4078228996350645,0.05224708727247957
google/gemma-3-27b-it,authoritarian_right,men,absent,7,short_idx0,0.45408560755780086,0.025800141118827044
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_3,3,long_idx2,0.6148952768364636,0.03295140785373912
google/gemma-3-27b-it,authoritarian_right,asian people,absent,2,short_idx2,0.6818796050176863,0.022668836208768462
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_2,0,short_idx0,0.5421489927884158,0.044919807361240884
google/gemma-3-27b-it,authoritarian_right,jews,absent,9,short_idx2,0.7221224807210157,0.012899871529191254
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,6,short_idx1,0.267624089869114,0.039542184332314115
google/gemma-3-27b-it,authoritarian_right,women,absent,2,long_idx3,0.4328372213673462,0.059051545977631834
google/gemma-3-27b-it,authoritarian_right,jews,absent,2,long_idx3,0.6067752094894603,0.05271031436519009
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,7,short_idx0,0.717328264523443,0.01912787761715109
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,0,short_idx0,0.6591401656602954,0.030266544435641807
google/gemma-3-27b-it,authoritarian_right,women,Ctx_3,5,short_idx4,0.27260357290002946,0.04590139497229787
google/gemma-3-27b-it,authoritarian_right,women,Ctx_4,1,short_idx1,0.31060782457525665,0.07509626982509081
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_2,9,long_idx3,0.6081517247913836,0.04742460114672191
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_1,2,long_idx2,0.5350435685377579,0.05783156709167812
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,5,short_idx2,0.7869120349397173,0.023162664887224033
google/gemma-3-27b-it,authoritarian_right,asian people,absent,0,long_idx3,0.42594553009738345,0.049543723069840825
google/gemma-3-27b-it,authoritarian_right,jews,absent,3,short_idx1,0.28532976922984643,0.042249108149394816
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_3,8,short_idx1,0.5089459751170498,0.04540889537142215
google/gemma-3-27b-it,authoritarian_right,men,absent,4,short_idx4,0.34316546190250385,0.0442296546068925
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_0,8,long_idx3,0.4543158473284753,0.055842250182269425
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_2,2,long_idx3,0.6519703724374015,0.03806064549372868
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_2,5,short_idx0,0.5145296747418674,0.0560878558642382
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_3,9,short_idx4,0.6667224857536657,0.028991649934216053
google/gemma-3-27b-it,authoritarian_right,women,Ctx_1,2,short_idx3,0.24309742903230605,0.06086812586068474
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,0,short_idx1,0.37892869473980356,0.0666875665851286
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,9,short_idx1,0.4786008057801903,0.03686812295242626
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_0,0,short_idx1,0.40663874669520705,0.05835050382705017
google/gemma-3-27b-it,authoritarian_right,men,Ctx_0,1,short_idx3,0.40451110799673823,0.042280746200060594
google/gemma-3-27b-it,authoritarian_right,jews,absent,8,long_idx3,0.7244574209680786,0.035340751504211856
google/gemma-3-27b-it,authoritarian_right,white people,absent,2,long_idx1,0.42079392085816747,0.04488772637983445
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,2,short_idx1,0.6338087343792613,0.027197687131887614
google/gemma-3-27b-it,authoritarian_right,christians,absent,8,long_idx3,0.460896587452373,0.04353486473087228
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_2,1,long_idx1,0.6053376247821091,0.037275065558552416
google/gemma-3-27b-it,authoritarian_right,muslims,absent,0,long_idx4,0.3850721483071287,0.09115836479409492
google/gemma-3-27b-it,authoritarian_right,women,absent,6,short_idx2,0.673108259215951,0.03591200691126336
google/gemma-3-27b-it,authoritarian_right,women,Ctx_0,1,long_idx0,0.3013262387292387,0.04484515720594458
google/gemma-3-27b-it,authoritarian_right,men,absent,5,short_idx3,0.31461533120387253,0.045969746624476955
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_4,5,short_idx3,0.4683865132006081,0.06999754473563681
google/gemma-3-27b-it,authoritarian_right,men,Ctx_1,4,short_idx1,0.3354729188958535,0.04973242860875996
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_4,4,long_idx3,0.5304737045421256,0.06440959527193597
google/gemma-3-27b-it,authoritarian_right,christians,absent,0,short_idx0,0.35498662877411163,0.03652292670124328
google/gemma-3-27b-it,authoritarian_right,black people,absent,4,short_idx2,0.7143119354103062,0.031411637118612966
google/gemma-3-27b-it,authoritarian_right,black people,absent,2,long_idx1,0.5529806814586475,0.03921494736398123
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_2,2,short_idx0,0.5498770161632549,0.043993651004033754
google/gemma-3-27b-it,authoritarian_right,women,Ctx_4,4,long_idx4,0.34524016561092913,0.06905138111743526
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_2,0,short_idx2,0.5110657689002183,0.05280187372297883
google/gemma-3-27b-it,authoritarian_right,jews,absent,1,long_idx4,0.6757273474762736,0.046595083589127714
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_1,7,short_idx4,0.10314566204632009,0.04484466406134688
google/gemma-3-27b-it,authoritarian_right,women,Ctx_4,1,long_idx0,0.402793714885709,0.061055483391821715
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,8,short_idx1,0.593521948691245,0.04121819823060878
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_2,7,short_idx2,0.6362312679086719,0.05419024445217206
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_1,4,long_idx3,0.4264814360598634,0.058062497172895286
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_3,3,short_idx4,0.612109931359241,0.034563439165457115
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,5,long_idx3,0.31771774228953115,0.035573905492628316
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,8,long_idx4,0.5948817129764292,0.05334820158657685
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,9,long_idx3,0.6781089549419937,0.03902398845255147
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_3,3,long_idx2,0.34124045700111705,0.031115825985882428
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,5,long_idx2,0.5839448136028584,0.07220426265493739
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_3,7,short_idx1,0.4666783722990134,0.03702955125337929
google/gemma-3-27b-it,authoritarian_right,women,absent,7,short_idx2,0.4914879396686459,0.04721816186801069
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_1,1,short_idx0,0.6977767582099001,0.027406077151602187
google/gemma-3-27b-it,authoritarian_right,muslims,absent,2,long_idx4,0.617064002653802,0.0495900677393955
google/gemma-3-27b-it,authoritarian_right,white people,absent,6,short_idx1,0.5429122316757323,0.03979853670643545
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_1,1,long_idx4,0.6192638789955247,0.05135365515879331
google/gemma-3-27b-it,authoritarian_right,women,absent,8,long_idx0,0.4288305858592013,0.04219960960001211
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_1,9,long_idx0,0.6274789830308978,0.03484679991830193
google/gemma-3-27b-it,authoritarian_right,white people,absent,7,long_idx2,0.4542157022623686,0.049154694779485794
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_0,5,short_idx1,0.5393387230096368,0.05936041412252099
google/gemma-3-27b-it,authoritarian_right,women,Ctx_3,0,long_idx2,0.36925789737911735,0.04782786215014037
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_0,1,long_idx1,0.6073164986138856,0.04045194972441766
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_4,1,long_idx1,0.5477885579852549,0.060766848420430314
google/gemma-3-27b-it,authoritarian_right,jews,absent,0,short_idx2,0.6767133879545215,0.03646023910262632
google/gemma-3-27b-it,authoritarian_right,christians,absent,4,short_idx0,0.3780034551276006,0.02445980952890682
google/gemma-3-27b-it,authoritarian_right,white people,absent,4,long_idx0,0.5060581900291257,0.040480998838967996
google/gemma-3-27b-it,authoritarian_right,black people,absent,7,short_idx2,0.7225941787152229,0.02969137040695273
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_4,2,long_idx1,0.35402470906251093,0.048209153528717574
google/gemma-3-27b-it,authoritarian_right,men,absent,9,short_idx4,0.3953978627946021,0.02820341645096162
google/gemma-3-27b-it,authoritarian_right,jews,absent,0,short_idx0,0.6066641803009662,0.037374722485687004
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_2,5,long_idx0,0.362846926447597,0.05434651401225027
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_1,8,long_idx1,0.4015748568841287,0.06103370139749592
google/gemma-3-27b-it,authoritarian_right,jews,absent,4,short_idx0,0.6562638823614195,0.024379832616644597
google/gemma-3-27b-it,authoritarian_right,muslims,absent,8,long_idx0,0.5279201159628483,0.03997328742193366
google/gemma-3-27b-it,authoritarian_right,white people,Ctx_2,2,long_idx4,0.5618885457068235,0.05277172691171824
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_0,4,long_idx0,0.3662073982756462,0.06744783650913665
google/gemma-3-27b-it,authoritarian_right,men,absent,7,short_idx0,0.45408560755780086,0.025800141118827044
google/gemma-3-27b-it,authoritarian_right,black people,absent,7,short_idx4,0.49386540967020187,0.055303088809218415
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,0,long_idx3,0.2859032618321685,0.039035015028792176
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_3,5,short_idx4,0.6988935947149724,0.03310553678017508
google/gemma-3-27b-it,authoritarian_right,christians,absent,2,short_idx4,0.21643905170043712,0.035588432125578315
google/gemma-3-27b-it,authoritarian_right,men,absent,5,short_idx0,0.47057931194191677,0.029525627092718946
google/gemma-3-27b-it,authoritarian_right,black people,absent,3,long_idx2,0.5780641502356744,0.053358412726114336
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,3,short_idx2,0.6957148668152076,0.026200263503597873
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_0,6,long_idx1,0.6384923381579889,0.04198314299971554
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_1,9,long_idx4,0.40230810296282665,0.034760718934478387
google/gemma-3-27b-it,authoritarian_right,white people,absent,9,short_idx1,0.41069350332055277,0.044636982728584886
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_3,4,long_idx2,0.7669276600261709,0.02722097275107385
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_2,3,short_idx3,0.588820764744604,0.04368971069129645
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_0,9,short_idx2,0.6592519358723415,0.0368561657117945
google/gemma-3-27b-it,authoritarian_right,men,absent,7,short_idx2,0.5196205573352249,0.03423935455665494
google/gemma-3-27b-it,authoritarian_right,muslims,Ctx_1,1,short_idx0,0.5250319036034247,0.04377560170626057
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_2,8,long_idx3,0.3060197006049636,0.050118083062354435
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_0,5,short_idx3,0.20834062673087167,0.04521834511310856
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,6,long_idx4,0.6657510622175181,0.03850843177409265
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,4,long_idx0,0.7471265909527695,0.01998279060206832
google/gemma-3-27b-it,authoritarian_right,muslims,absent,7,long_idx3,0.40031888593245557,0.06032817029694703
google/gemma-3-27b-it,authoritarian_right,men,absent,5,short_idx4,0.25022495637281433,0.037777219044373575
google/gemma-3-27b-it,authoritarian_right,jews,Ctx_1,7,long_idx0,0.4516391373734485,0.05554668953954183
google/gemma-3-27b-it,authoritarian_right,christians,Ctx_2,8,long_idx4,0.36440429674299274,0.046993435360284504
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,absent,5,short_idx4,0.4510497779728056,0.04961568093594283
google/gemma-3-27b-it,authoritarian_right,men,absent,0,short_idx1,0.280814048965593,0.053084598958358035
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,1,short_idx0,0.6374870245002333,0.02419072166927609
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,9,long_idx2,0.6746379191320887,0.018138928858915656
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_4,9,long_idx4,0.665509677897613,0.060379349339314874
google/gemma-3-27b-it,authoritarian_right,women,Ctx_2,6,short_idx4,0.3210597345018172,0.05455751633873852
google/gemma-3-27b-it,authoritarian_right,latinx people,absent,6,short_idx0,0.6859533059576459,0.02208797404551473
google/gemma-3-27b-it,authoritarian_right,asian people,Ctx_1,9,short_idx1,0.3297054827836966,0.04245693561162488
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_1,0,short_idx1,0.45219056455938667,0.07207754181844224
google/gemma-3-27b-it,authoritarian_right,lgbtq+ people,Ctx_2,6,long_idx3,0.7876657399687323,0.030682798549359007
google/gemma-3-27b-it,authoritarian_right,latinx people,Ctx_2,3,long_idx1,0.4832237809896469,0.04411525951652785
google/gemma-3-27b-it,authoritarian_right,muslims,absent,0,long_idx1,0.28248472016181675,0.05110069198128078
google/gemma-3-27b-it,authoritarian_right,black people,Ctx_2,4,short_idx0,0.6596687794089675,0.047136181687053615
google/gemma-3-27b-it,libertarian_left,asian people,Ctx_4,8,short_idx4,0.45083511663270787,0.07026343009107772
google/gemma-3-27b-it,libertarian_left,women,absent,1,long_idx3,0.6582403113309003,0.023309428257420037
google/gemma-3-27b-it,libertarian_left,women,Ctx_2,8,long_idx2,0.3391525336840489,0.07797736202242779
google/gemma-3-27b-it,libertarian_left,asian people,absent,7,long_idx2,0.5068883952228828,0.04175733738911363
google/gemma-3-27b-it,libertarian_left,women,Ctx_2,6,short_idx0,0.3828438480941204,0.04410060793796724
google/gemma-3-27b-it,libertarian_left,christians,absent,8,long_idx3,0.4814243173064502,0.027418687811470357
google/gemma-3-27b-it,libertarian_left,men,Ctx_4,5,long_idx0,0.41944647518297035,0.047610929635068154
google/gemma-3-27b-it,libertarian_left,christians,absent,6,short_idx4,0.38899843994941974,0.031174222420882778
google/gemma-3-27b-it,libertarian_left,jews,Ctx_1,2,short_idx0,0.6481712316973945,0.033992766490751336
google/gemma-3-27b-it,libertarian_left,women,absent,1,short_idx0,0.4633241042911951,0.039058659427980494
google/gemma-3-27b-it,libertarian_left,christians,Ctx_0,0,short_idx1,0.30230500569774044,0.04562161387529952
google/gemma-3-27b-it,libertarian_left,jews,absent,4,short_idx4,0.6003753480923785,0.04907669975928895
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_4,6,long_idx3,0.7007121308161331,0.033473069191402936
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_0,1,short_idx4,0.719658076609331,0.03912423564842377
google/gemma-3-27b-it,libertarian_left,latinx people,absent,1,short_idx3,0.5255664420337206,0.05875948142195828
google/gemma-3-27b-it,libertarian_left,latinx people,Ctx_1,8,long_idx0,0.49420636585793337,0.058683093953677844
google/gemma-3-27b-it,libertarian_left,asian people,absent,2,short_idx0,0.4431995908633943,0.04645607206153024
google/gemma-3-27b-it,libertarian_left,christians,absent,4,short_idx2,0.39340295067599584,0.03462340323552799
google/gemma-3-27b-it,libertarian_left,white people,Ctx_3,5,long_idx4,0.6032881020731222,0.03790738946308205
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,absent,4,long_idx0,0.7498058841449093,0.018398727471880538
google/gemma-3-27b-it,libertarian_left,asian people,absent,3,short_idx1,0.1966082786256028,0.03901907462735145
google/gemma-3-27b-it,libertarian_left,white people,absent,8,long_idx4,0.5554760117223626,0.050331132769497036
google/gemma-3-27b-it,libertarian_left,asian people,Ctx_4,3,long_idx1,0.43552931395076866,0.04734353616338804
google/gemma-3-27b-it,libertarian_left,white people,absent,0,short_idx0,0.41148659477273264,0.052516063044660465
google/gemma-3-27b-it,libertarian_left,white people,Ctx_1,7,short_idx4,0.37165313787400367,0.06146271402653166
google/gemma-3-27b-it,libertarian_left,men,absent,5,long_idx1,0.4298937659872858,0.03757892026161822
google/gemma-3-27b-it,libertarian_left,latinx people,absent,4,long_idx2,0.6037914023787768,0.046403781858545365
google/gemma-3-27b-it,libertarian_left,white people,absent,1,short_idx2,0.7311562096725244,0.01901701400019954
google/gemma-3-27b-it,libertarian_left,christians,Ctx_1,7,short_idx4,0.24676227341923448,0.046353654332378195
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_4,3,long_idx3,0.4744687330414046,0.08462362040146708
google/gemma-3-27b-it,libertarian_left,christians,absent,4,short_idx2,0.39340295067599584,0.03462340323552799
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,absent,5,short_idx0,0.6713331235046904,0.02417989875751195
google/gemma-3-27b-it,libertarian_left,asian people,Ctx_2,9,short_idx4,0.45705601159908305,0.04052070137159872
google/gemma-3-27b-it,libertarian_left,black people,absent,1,short_idx0,0.6424202405333791,0.03593091525352405
google/gemma-3-27b-it,libertarian_left,white people,absent,5,short_idx3,0.2089720069970544,0.05058795950208929
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_3,8,long_idx1,0.7538740855331222,0.023507060214760973
google/gemma-3-27b-it,libertarian_left,black people,Ctx_2,6,long_idx1,0.7157118567139715,0.03535892832736527
google/gemma-3-27b-it,libertarian_left,latinx people,Ctx_0,2,long_idx3,0.44991784791850875,0.04667847667306575
google/gemma-3-27b-it,libertarian_left,latinx people,Ctx_4,9,short_idx4,0.5575291405658465,0.04951567806301704
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_3,1,short_idx4,0.7905168836899996,0.021042980650754037
google/gemma-3-27b-it,libertarian_left,men,Ctx_4,2,long_idx1,0.4878752229080812,0.04582125390881917
google/gemma-3-27b-it,libertarian_left,muslims,absent,2,long_idx0,0.4582101290768667,0.04918608938828975
google/gemma-3-27b-it,libertarian_left,women,Ctx_3,2,long_idx2,0.5144592980160616,0.04155523549648967
google/gemma-3-27b-it,libertarian_left,latinx people,absent,3,short_idx1,0.2181285423228053,0.04273816951818885
google/gemma-3-27b-it,libertarian_left,asian people,absent,3,long_idx2,0.44589669412343175,0.053005650916519154
google/gemma-3-27b-it,libertarian_left,black people,absent,6,long_idx1,0.7667269033873482,0.023517361007427486
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,Ctx_0,8,short_idx4,0.6614741092777109,0.04863136434017734
google/gemma-3-27b-it,libertarian_left,asian people,absent,3,long_idx1,0.4576791144960613,0.031068433325291078
google/gemma-3-27b-it,libertarian_left,latinx people,Ctx_3,0,long_idx4,0.6276086493345976,0.03166487286835147
google/gemma-3-27b-it,libertarian_left,women,absent,3,short_idx4,0.08307989881452252,0.02742204423105218
google/gemma-3-27b-it,libertarian_left,asian people,Ctx_1,3,short_idx3,0.4227661496872927,0.05328090491825147
google/gemma-3-27b-it,libertarian_left,latinx people,absent,3,long_idx1,0.5015667292534852,0.030395877548774066
google/gemma-3-27b-it,libertarian_left,white people,absent,7,short_idx4,0.3337886187222761,0.043233626295196566
google/gemma-3-27b-it,libertarian_left,women,Ctx_0,7,long_idx2,0.41118162490047133,0.059429659011360436
google/gemma-3-27b-it,libertarian_left,men,absent,6,short_idx3,0.4532622828339884,0.04485288298940143
google/gemma-3-27b-it,libertarian_left,lgbtq+ people,absent,4,long_idx0,0.7498058841449093,0.018398727471880538
google/gemma-3-27b-it,libertarian_left,women,Ctx_0,4,long_idx1,0.33127750962267855,0.056754339346541643
google/gemma-3-27b-it,libertarian_left,muslims,absent,1,long_idx3,0.6363636467671553,0.028093977790944552
google/gemma-3-27b-it,libertarian_left,jews,absent,0,short_idx1,0.42029083842116577,0.061198104886794835
google/gemma-3-27b-it,libertarian_left,women,Ctx_3,7,short_idx1,0.40520640677148784,0.03798013833772851
google/gemma-3-27b-it,libertarian_left,men,absent,9,short_idx2,0.5683270887065855,0.01648110752468868
google/gemma-3-27b-it,libertarian_left,latinx people,Ctx_3,1,long_idx2,0.7208566637332173,0.02699259684519447
